MainCategory,SubCategory1,SubCategory2,category,menu_order,Model,SKU:sku,Price: regular_price,post_title,post_content,Images/Gallery,Spec Sheet Link,Spec Sheet Link Text,product_type,product_visibility,Inventory: stock,Wattage (W),Voltage (V),Lumens (lm),Efficiency,L70 Rated Life (Hrs),Bulb Equivalent,Base,Colour Temperature,Beam Angle,CRI,Dimmable,Operating Temperature,Environmental Rating,Certifications,2-HR Fire Rating Compliance,Nominal Length,Length (mm),Length (inches),Length,Width (mm),Width (inches),Height,Height (mm),Height (inches),Diameter (mm),Diameter (inches),Diameter,Weight (g),Weight (lbs),Inside Diameter,Outside Diameter,Shape,Warranty,Inner Carton Qty,Outer Carton Qty,Box Length (cm),Box Width (cm),Box Height (cm),Box CBM,Box CFT,Carton Weight (lbs),Carton Length (inches),Carton Width (inches),Carton Height (inches),Carton CFT,CARTON CBM,Driver Dimensions (mm),DriverDimensions (Inches),Hole Size Cutout,Dimmer Compatibility,Finish,Direct Replacement For,Use,Surge Protection,Diffuser Type,Diffuser Material,Optional Accessory,Mounting,Flange Dimensions,Recess Dimensions,Rib-reinforced,PIR Sensor,Auto Shut-off,Waterproofing,LED Quantity,LED Type,Input Voltage (VAC),Current Draw,Output Voltage (VDC),Dimensions (without tabs),Maximum Linkable Length,Classification Type
Others,Halogen,MR16,Halogen>MR16>MR16 20W ESX,2400,MR16 12V 20W ESX - 116,116,,MR16 12V 20W ESX - 116,MR16 12V 20W ESX - 116,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr16_12v_50w_exn.jpg, ,,simple,1,1,200W,Ballast Dependent,21000 lm,  ,"15,000 Hrs",  ,E39 / Mogul,4200K,  ,65,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED28,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>MR16 35W FMV,2405,MR16 12V 35W FMV - 150,150,,MR16 12V 35W FMV - 150,MR16 12V 35W FMV - 150,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr16_12v_50w_exn.jpg, ,,simple,1,1,320W,Ballast Dependent,31000 lm,  ,"16,000 Hrs",  ,E39 / Mogul,4200K,  ,65,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED37,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>MR16 42W EYP,2410,MR16 12V 42W EYP - 218,218,,MR16 12V 42W EYP - 218,MR16 12V 42W EYP - 218,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr16_12v_50w_exn.jpg, ,,simple,1,1,250W,Ballast Dependent,20500 lm,  ,"10,000 Hrs",  ,E39 / Mogul,4200K,  ,65,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED28,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>MR16 50W FNV,2415,MR16 12V 50W FNV - 113,113,,MR16 12V 50W FNV - 113,MR16 12V 50W FNV - 113,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr16_12v_50w_exn.jpg, ,,simple,1,1,400W,Ballast Dependent,36000 lm,  ,"10,000 Hrs",  ,E39 / Mogul,4200K,  ,65,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED37,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>MR16 50W EXZ,2420,MR16 12V 50W EXZ - 199,199,,MR16 12V 50W EXZ - 199,MR16 12V 50W EXZ - 199,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr16_12v_50w_exn.jpg, ,,simple,1,1,600W,Ballast Dependent,54000 lm,  ,"10,000 Hrs",  ,E39 / Mogul,4200K,  ,65,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,T25,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>MR16 50W EXT,2425,MR16 12V 50W EXT - 6,6,,MR16 12V 50W EXT - 6,MR16 12V 50W EXT - 6,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr16_12v_50w_exn.jpg, ,,simple,1,1,35W,Ballast Dependent,2250 lm,  ,"24,000 Hrs", ,E26 / Medium,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,B17,  ,12,12,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>MR16 50W EYC,2430,MR16 12V 75W EYC - 1,1,,MR16 12V 75W EYC - 1,MR16 12V 75W EYC - 1,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr16_12v_50w_exn.jpg, ,,simple,1,1,50W,Ballast Dependent,4000 lm,  ,"24,000 Hrs",  ,E26 / Medium,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,B17,  ,12,12,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>MR16 50W EXN+C Frosted,2435,MR16 12V 50W EXN+C FROSTED - 314,314,,MR16 12V 50W EXN+C FROSTED - 314,MR16 12V 50W EXN+C FROSTED - 314,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr16_12v_50w_exn.jpg, ,,simple,1,1,100W,Ballast Dependent,9500 lm,  ,"24,000 Hrs",  ,E26 / Medium,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,B17,  ,12,12,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>XENON MR16 50W BAB+C,2440,XENON MR16 20W BAB+C - 436,436,,XENON MR16 20W BAB+C - 436,XENON MR16 20W BAB+C - 436,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/XENON-MR16-50W-EXN%2BC.jpg, ,,simple,1,1,150W,Ballast Dependent,16000 lm,  ,"24,000 Hrs",  ,E26 / Medium,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,B17,  ,12,12,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>IGLOO MR16 50W EXN+C,2445,IGLOO MR16 50W EXN+C - 412,412,,IGLOO MR16 50W EXN+C - 412,IGLOO MR16 50W EXN+C (Completely Frosted) - 412,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/igloo_mr16_50w_exn%2Bc_completely_frosted.jpg, ,,simple,1,1,50W,Ballast Dependent,4000 lm,  ,"24,000 Hrs",  ,E40 / Mogul,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED23.5,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>DAYLIGHT MR16 50W EXN+C,2450,DAYLIGHT MR16 50W EXN+C  - 459,459,,DAYLIGHT MR16 50W EXN+C  - 459,DAYLIGHT MR16 50W EXN+C 36° - 459,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/DAYLIGHT-MR16-50W-EXZ%2BC.jpg, ,,simple,1,1,70W,Ballast Dependent,6300 lm,  ,"24,000 Hrs",  ,E40 / Mogul,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED23.5,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR16,Halogen>MR16>DAYLIGHT MR16 50W EXZ+C,2455,DAYLIGHT MR16 50W EXZ+C - 460,460,,DAYLIGHT MR16 50W EXZ+C - 460,DAYLIGHT MR16 50W EXZ+C 24° - 460,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/DAYLIGHT-MR16-50W-EXZ%2BC.jpg, ,,simple,1,1,100W,Ballast Dependent,9500 lm,  ,"24,000 Hrs",  ,E40 / Mogul,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED23.5,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR11,Halogen>MR11>MR11 20W FTD,2500,MR11 12V 20W FTD - 88,88,,MR11 12V 20W FTD - 88,MR11 12V 20W FTD - 88,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr11_12v_20w_ftd.jpg, ,,simple,1,1,150W,Ballast Dependent,16000 lm,  ,"24,000 Hrs",  ,E40 / Mogul,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED23.5,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR11,Halogen>MR11>MR11 20W FTD+C,2505,MR11 12V 20W FTD+C - 134,134,,MR11 12V 20W FTD+C - 134,MR11 12V 20W FTD+C - 134,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr11_12v_20w_ftd.jpg, ,,simple,1,1,250W,Ballast Dependent,28000 lm,  ,"24,000 Hrs",  ,E40 / Mogul,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED18,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,MR11,Halogen>MR11>MR11 20W FTD+C XENON,2510,MR11 12V 20W FTD+C XENON - 440,440,,MR11 12V 20W FTD+C XENON - 440,MR11 12V 20W FTD+C XENON - 440,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/mr11_12v_20w_ftd.jpg, ,,simple,1,1,400W,Ballast Dependent,48000 lm,  ,"24,000 Hrs",  ,E40 / Mogul,2000K,  ,22,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,ED37,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,JC Type 12V,Halogen>JC Type 12V>JC 12V 75W G6.35,2600,JC 12V 75W G6.35 - 392,392,,JC 12V 75W G6.35 - 392,JC 12V 75W G6.35 - 392,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/jcd_130v_35w_g6.35.jpg, ,,simple,1,1,75W,12VAC ,  ,  ,  ,  ,G6.35,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,10,100,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,JC Type 12V,Halogen>JC Type 12V>JC 12V 50W G6.35 XENON,2605,XENON JC 12V 50W G6.35 - 373,373,,XENON JC 12V 50W G6.35 - 373,XENON JC 12V 50W G6.35 - 373,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/jcd_130v_35w_g6.35.jpg, ,,simple,1,1,50W,12VAC ,  ,  ,  ,  ,G6.35,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,10,100,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 120V,Halogen>J-Type Linear 120V>78 mm 120V 150W,2700,J 120V 78mm 150W - 422,422,,J 120V 78mm 150W - 422,J 120V 78mm 150W - 422,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,150W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 120V,Halogen>J-Type Linear 120V>118 mm 120V 100W,2705,J 120V 118mm 100W - 194,194,,J 120V 118mm 100W - 194,J 120V 118mm 100W - 194,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,100W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 120V,Halogen>J-Type Linear 120V>118 mm 120V 150W,2710,J 120V 118mm 150W - 416,416,,J 120V 118mm 150W - 416,J 120V 118mm 150W - 416,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,150W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 120V,Halogen>J-Type Linear 120V>118 mm 120V 200W,2715,J 120V 118mm 200W - 417,417,,J 120V 118mm 200W - 417,J 120V 118mm 200W - 417,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,200W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 120V,Halogen>J-Type Linear 120V>118 mm 120V 300W,2720,J 120V 118mm 300W - 418,418,,J 120V 118mm 300W - 418,J 120V 118mm 300W - 418,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,300W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 130V,Halogen>J-Type Linear 130V>78 mm 130V 150W,2755,J 130V 78mm 150W - 14,14,,J 130V 78mm 150W - 14,J 130V 78mm 150W - 14,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,150W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 130V,Halogen>J-Type Linear 130V>78 mm 130V 200W,2760,J 130V 78mm 200W - 183,183,,J 130V 78mm 200W - 183,J 130V 78mm 200W - 183,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,200W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 130V,Halogen>J-Type Linear 130V>78 mm 130V 250W,2765,J 130V 78mm 250W - 224,224,,J 130V 78mm 250W - 224,J 130V 78mm 250W - 224,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,250W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 130V,Halogen>J-Type Linear 130V>118 mm 130V 100W,2770,J 130V 118mm 100W - 118,118,,J 130V 118mm 100W - 118,J 130V 118mm 100W - 118,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,100W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 130V,Halogen>J-Type Linear 130V>118 mm 130V 150W,2775,J 130V 118mm 150W - 119,119,,J 130V 118mm 150W - 119,J 130V 118mm 150W - 119,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,150W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 130V,Halogen>J-Type Linear 130V>118 mm 130V 300W,2780,J 130V 118mm 300W - 16,16,,J 130V 118mm 300W - 16,J 130V 118mm 300W - 16,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,300W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 130V,Halogen>J-Type Linear 130V>189 mm 130V 1000W,2790,J 130V 189mm 1000W - 19,19,,J 130V 189mm 1000W - 19,J 130V 189mm 1000W - 19,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,1000W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 130V,Halogen>J-Type Linear 130V>254 mm 130V 1000W,2795,J 130V 254mm 1000W - 21,21,,J 130V 254mm 1000W - 21,J 130V 254mm 1000W - 21,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,1000W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 240V,Halogen>J-Type Linear 240V>118 mm 240V 500W,2800,J 240V 118mm 500W - 18,18,,J 240V 118mm 500W - 18,J 240V 118mm 500W - 18,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,500W,240VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 240V,Halogen>J-Type Linear 240V>189 mm 240V 1000W,2805,J 240V 189mm 1000W - 20,20,,J 240V 189mm 1000W - 20,J 230V 189mm 1000W - 20,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,1000W,240VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 240V,Halogen>J-Type Linear 240V>254 mm 240V 1000W,2810,J 240V 254mm 1000W - 283,283,,J 240V 254mm 1000W - 283,J 240V 254mm 1000W - 283,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,1000W,240VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,J-Type Linear 240V,Halogen>J-Type Linear 240V>254 mm 240V 1500W,2815,J 240V 254mm 1500W - 23,23,,J 240V 254mm 1500W - 23,J 240V 254mm 1500W - 23,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/CNA-Halogen-J-Type-Horizontal-600x600-1.png, ,,simple,1,1,1500W,240VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,JCD Type (120V/130V),Halogen>JCD Type (120V/130V)>G9 25W Frosted,2900,JCD 130V 25W G9 FROSTED - 369,369,,JCD 130V 25W G9 FROSTED - 369,JCD 130V 25W G9 FROSTED - 369,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/jcd_130v_25w_g9_frosted.jpg, ,,simple,1,1,25W,130VAC,  ,  ,  ,  ,G9,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,10,100,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,JCD Type (120V/130V),Halogen>JCD Type (120V/130V)>G9 75W,2910,JCD 130V 75W G9 - 589,589,,JCD 130V 75W G9 - 589,JCD 130V 75W G9 - 589,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/jcd_130v_40w_g9.jpg, ,,simple,1,1,75W,130VAC,  ,  ,  ,  ,G9,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,10,100,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Others,Halogen,JCD Type (120V/130V),Halogen>JCD Type (120V/130V)>G9 60W Frosted XENON,2915,XENON JCD 120V 60W FROSTED G9 - 376,376,,XENON JCD 120V 60W FROSTED G9 - 376,XENON JCD 120V 60W FROSTED G9 - 376,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2012/07/jcd_130v_25w_g9_frosted.jpg, ,,simple,1,1,60W,120VAC,  ,  ,  ,  ,G9,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,10,100,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
